 IAU_ID               CID     XRA          XDec F(0.5-2_keV)  F(2-10_keV) F(0.5-10_keV)  RA            Dec    Capak_ID   Ilber_ID   ORA       ODec       i_mag    i_mag_err  KRA         KDec      K_mag    K_mag_err  Irac_RA   Irac_Dec  F(3.6micron) F(3.6micron)err ID_flag  Star_flag Offnu_flag z_spec     z_spec_class z_sepc_qual z_spec_or  z_phot  z_phot_class XMMID   
  CXOC100118.9+022250  98       150.32874   2.380581   2.88E-15      1.07E-14      1.25E-14      150.32879    2.380515   1941097    1208063    150.32879    2.380515   24.19    0.05        150.328835   2.380504   21.38     0.03        150.328804   2.380459   18.19            0.11             1         -99       -99          1.52     1            4               7         1.4      3            447    
  CXOC100119.8+022328  99       150.33257   2.39121    7.48E-16      6.15E-15      4.92E-15      150.3326     2.391085   1938708    1206507    150.3326     2.391085   24.06    0.04        150.332644   2.391037   21.65     0.03        150.332606   2.390995   12.33            0.12             1         -99       -99          -99.0    -99          -99             -99       0.937    3            367    
  CXOC100121.8+022202  100      150.34101   2.367167   3.16E-15      8.54E-15      1.23E-14      150.34103    2.367181   1943941    1210176    150.34103    2.367181   23.62    0.03        150.341043   2.367159   21.31     0.03        150.341044   2.367121   16.58            0.11             1         -99       -99          1.59     1            3               6         1.572    1            320    
  CXOC100122.0+022334  101      150.3418    2.392769   2.35E-15      6.53E-15      9.6E-15       150.34184    2.392787   1938431    1206368    150.34184    2.392787   24.96    0.08        150.341875   2.392728   21.79     0.04        150.341877   2.392715   13.46            0.11             1         -99       -99          -99.0    -99          -99             -99       1.385    3            492    
  CXOC100123.4+022328  102      150.34768   2.391006   7.67E-16      9.2E-15       6.84E-15      150.34768    2.391034   1938741    1206428    150.34768    2.391034   22.27    0.02        150.347714   2.391009   20.73     0.01        150.347686   2.390966   24.39            0.12             1         -99       -99          1.84     1            3               7         0.733    2            70007  
  CXOC100109.6+022718  103      150.28988   2.45489    8.64E-15      2.59E-14      3.47E-14      150.2899     2.454858   1923633    1198089    150.2899     2.454858   23.19    0.03        150.289927   2.454848   21.33     0.02        150.289906   2.454837   19.47            0.12             1         -99       -99          1.433    1            4               7         1.4      1            90     
  CXOC100005.0+022514  104      150.02099   2.420464   2.51E-15      7.84E-15      1.02E-14      150.02103    2.420377   2008794    1251347    150.02103    2.420377   22.36    0.02        150.021072   2.420368   20.27     0.01        150.021026   2.420359   53.43            0.15             1         -99       -99          -99.0    -99          -99             -99       1.24     1            201    
  CXOC100005.4+023060  105      150.0223    2.516554   3.19E-15      1.91E-14      1.79E-14      150.02232    2.516515   2380526    1481858    150.02232    2.516515   21.29    0.01        150.022434   2.516578   19.42     0.01        150.022401   2.516581   85.7             0.18             1         -99       -99          0.68     2            4               7         0.68     3            274    
  CXOC100009.7+022817  106      150.04024   2.471334   5.69E-16      1.25E-14      7.73E-15      150.04028    2.471265   2390079    1489131    150.04028    2.471265   21.97    0.01        150.040315   2.471245   20.26     0.01        150.040283   2.471239   24.37            0.12             1         -99       -99          0.679    2            4               5         0.666    3            5064   
  CXOC100012.3+022938  107      150.05106   2.493862   1.19E-15      1.31E-14      9.9E-15       150.051      2.493853   2385253    1485670    150.051      2.493853   24.0     0.04        150.051047   2.493834   21.02     0.02        150.051003   2.493825   58.09            0.15             1         -99       -99          1.315    2            4               7         2.342    3            246    
  CXOC100014.1+022839  108      150.05858   2.477451   4.39E-15      1.61E-14      1.94E-14      150.05869    2.477427   2388542    1487987    150.05869    2.477427   20.63    0.02        150.058729   2.477457   19.92     0.01        150.058692   2.477414   107.77           0.18             1         -99       -99          1.253    1            4               2         1.252    1            178    
  CXOC100014.2+023019  109      150.05913   2.505388   1.14E-15      4.22E-15      4.88E-15      150.059158   2.50519    2382189    -99        150.059158   2.50519    -99.0    -99.0       150.059252   2.505281   21.43     0.03        150.059197   2.50527    35.58            0.14             1         -99       -99          -99.0    -99          -99             -99       1.224    1            -99    
  CXOC100014.9+022718  110      150.06217   2.455058   8.77E-15      2.0E-14       3.12E-14      150.06213    2.455013   1961397    1221849    150.06213    2.455013   21.02    0.01        150.062161   2.455033   19.87     0.01        150.06208    2.454997   66.7             0.17             1         -99       -99          0.73     2            4               5         0.712    1            99     
  CXOC100015.4+022504  111      150.06414   2.41779    1.23E-15      6.35E-15      6.29E-15      150.06414    2.417883   1970435    1227636    150.06414    2.417883   23.81    0.04        150.064157   2.417882   20.94     0.02        150.064128   2.417876   19.75            0.11             1         -99       -99          -99.0    -99          -99             -99       1.103    3            54020  
